student_id,academic_year,attendance_rate,exam_score,fee_payment_status,distance_km,grade_level,gender,dropout
S166,2026,0.8667,45.38,Unpaid,2,Grade 9,Male,0
S167,2024,0.7679,38.89,Unpaid,3.5,Grade 7,Male,0
S167,2026,0.5333,33.12,Unpaid,3.5,Grade 9,Male,0
S168,2024,0.8571,40.78,Unpaid,3.5,Grade 7,Male,0
S168,2026,0.8667,53,Unpaid,3.5,Grade 9,Male,0
S169,2024,0.9464,39.11,Unpaid,3.5,Grade 7,Male,0
S169,2026,0.8667,35.38,Unpaid,3.5,Grade 9,Male,0
S170,2024,0.875,55,Unpaid,3.5,Grade 7,Male,0
S170,2026,0.85,51.75,Unpaid,3.5,Grade 9,Male,0
S171,2024,0.8571,62.67,Unpaid,3.5,Grade 7,Male,0
S171,2026,0.8667,61.62,Unpaid,3.5,Grade 9,Male,0
S172,2024,0.875,39.33,Unpaid,3.5,Grade 7,Male,0
S172,2026,0.8167,29.12,Unpaid,3.5,Grade 9,Male,0
S173,2024,0.9286,37.89,Unpaid,3.5,Grade 7,Male,0
S173,2026,0.9167,34.38,Unpaid,3.5,Grade 9,Male,0
S174,2024,0.9107,62.78,Unpaid,3.5,Grade 7,Male,0
S174,2026,0.95,69.75,Unpaid,3.5,Grade 9,Male,0
S175,2024,0.7857,47.89,Unpaid,3.5,Grade 7,Male,0
S175,2026,0.85,49.88,Unpaid,3.5,Grade 9,Male,0
S176,2024,0.6964,60.86,Unpaid,3.5,Grade 7,Male,0
S176,2026,0.9167,45.88,Unpaid,3.5,Grade 9,Male,0
S177,2024,0.3036,10.56,Unpaid,3.5,Grade 7,Male,0
S177,2026,0.5333,52.12,Unpaid,3.5,Grade 9,Male,0
S178,2024,0.8393,63.29,Unpaid,3.5,Grade 7,Female,0
S178,2026,0.8667,64.5,Unpaid,3.5,Grade 9,Female,0
S179,2024,0.9821,80,Unpaid,3.5,Grade 7,Female,0
S179,2026,0.8833,64.88,Unpaid,3.5,Grade 9,Female,0
S180,2024,0.9643,82.14,Unpaid,3.5,Grade 7,Female,0
S180,2026,0.8833,74.25,Unpaid,3.5,Grade 9,Female,0
