student_id,academic_year,attendance_rate,exam_score,fee_payment_status,distance_km,grade_level,gender,dropout
S145_2026,2026,0.8667,,Unpaid,3.5,Grade 9,Female,0
S146_2024,2024,0.8393,76.29,Unpaid,3.5,Grade 7,Female,0
S146_2026,2026,0.8167,47.62,Unpaid,3.5,Grade 9,Female,0
S147_2024,2024,0.8571,58.57,Unpaid,2.0,Grade 7,Female,0
S147_2026,2026,0.8333,51.5,Unpaid,2.0,Grade 9,Female,0
S148_2024,2024,0.7143,53.29,Unpaid,2.0,Grade 7,Female,0
S148_2026,2026,0.7333,41.62,Unpaid,3.5,Grade 9,Female,0
S149_2024,2024,0.5714,74.71,Unpaid,3.5,Grade 7,Female,0
S149_2026,2026,0.7667,52.62,Unpaid,3.5,Grade 9,Female,0
S150_2024,2024,0.4643,61.0,Unpaid,2.0,Grade 7,Female,0
S150_2026,2026,0.7833,52.12,Unpaid,2.0,Grade 9,Female,0
S151_2024,2024,0.375,89.57,Unpaid,2.0,Grade 7,Female,1
S152_2024,2024,0.8929,57.0,Unpaid,3.5,Grade 7,Male,0
S152_2026,2026,0.7167,52.12,Unpaid,3.5,Grade 9,Male,0
S153_2024,2024,0.9107,58.67,Unpaid,3.5,Grade 7,Male,0
S153_2026,2026,0.7667,49.0,Unpaid,3.5,Grade 9,Male,0
S154_2024,2024,0.4286,47.44,Unpaid,3.5,Grade 7,Male,1
S155_2024,2024,0.9643,59.33,Unpaid,3.5,Grade 7,Male,0
S156_2024,2024,0.9643,60.0,Unpaid,3.5,Grade 7,Male,0
S156_2026,2026,0.9,59.25,Unpaid,3.5,Grade 9,Male,0
S157_2024,2024,0.875,44.0,Unpaid,3.5,Grade 7,Male,0
S157_2026,2026,0.8167,44.88,Unpaid,5.0,Grade 9,Male,0
S158_2024,2024,1.0,47.78,Unpaid,5.0,Grade 7,Male,0
S158_2026,2026,0.9667,49.62,Unpaid,5.0,Grade 9,Male,0
S159_2024,2024,0.875,43.22,Unpaid,3.5,Grade 7,Male,0
S159_2026,2026,0.9,45.88,Unpaid,3.5,Grade 9,Male,0
S160_2024,2024,0.9643,47.0,Unpaid,3.5,Grade 7,Male,0
S160_2026,2026,0.9333,50.38,Unpaid,3.5,Grade 9,Male,0
S161_2024,2024,0.875,37.56,Unpaid,3.5,Grade 7,Male,0
S161_2026,2026,0.8333,47.75,Unpaid,3.5,Grade 9,Male,0
S162_2024,2024,0.8393,27.22,Unpaid,3.5,Grade 7,Male,0
S162_2026,2026,0.8667,31.62,Unpaid,2.0,Grade 9,Male,0
S163_2024,2024,0.7857,50.44,Unpaid,2.0,Grade 7,Male,0
S163_2026,2026,0.8167,40.12,Unpaid,2.0,Grade 9,Male,0
S164_2024,2024,0.8036,57.78,Unpaid,3.5,Grade 7,Male,0
S164_2026,2026,0.9833,65.88,Unpaid,3.5,Grade 9,Male,0
S165_2024,2024,0.7321,24.11,Unpaid,3.5,Grade 7,Male,0
S165_2026,2026,0.65,27.25,Unpaid,2.0,Grade 9,Male,0
S166_2024,2024,0.7679,41.33,Unpaid,2.0,Grade 7,Male,0
S166_2026,2026,0.8667,45.38,Unpaid,2.0,Grade 9,Male,0
S167_2024,2024,0.7679,38.89,Unpaid,3.5,Grade 7,Male,0
S167_2026,2026,0.5333,33.12,Unpaid,3.5,Grade 9,Male,0
S168_2024,2024,0.8571,40.78,Unpaid,3.5,Grade 7,Male,0
S168_2026,2026,0.8667,53.0,Unpaid,3.5,Grade 9,Male,0
S169_2024,2024,0.9464,39.11,Unpaid,3.5,Grade 7,Male,0
S169_2026,2026,0.8667,35.38,Unpaid,3.5,Grade 9,Male,0
S170_2024,2024,0.875,55.0,Unpaid,3.5,Grade 7,Male,0
S170_2026,2026,0.85,51.75,Unpaid,3.5,Grade 9,Male,0
S171_2024,2024,0.8571,62.67,Unpaid,3.5,Grade 7,Male,0
S171_2026,2026,0.8667,61.62,Unpaid,3.5,Grade 9,Male,0
S172_2024,2024,0.875,39.33,Unpaid,3.5,Grade 7,Male,0
S172_2026,2026,0.8167,29.12,Unpaid,3.5,Grade 9,Male,0
S173_2024,2024,0.9286,37.89,Unpaid,3.5,Grade 7,Male,0
S173_2026,2026,0.9167,34.38,Unpaid,3.5,Grade 9,Male,0
S174_2024,2024,0.9107,62.78,Unpaid,3.5,Grade 7,Male,0
S174_2026,2026,0.95,69.75,Unpaid,3.5,Grade 9,Male,0
S175_2024,2024,0.7857,47.89,Unpaid,3.5,Grade 7,Male,0
S175_2026,2026,0.85,49.88,Unpaid,3.5,Grade 9,Male,0
S176_2024,2024,0.6964,60.86,Unpaid,3.5,Grade 7,Male,0
S176_2026,2026,0.9167,45.88,Unpaid,3.5,Grade 9,Male,0
S177_2024,2024,0.3036,10.56,Unpaid,3.5,Grade 7,Male,0
S177_2026,2026,0.5333,52.12,Unpaid,3.5,Grade 9,Male,0
S178_2024,2024,0.8393,63.29,Unpaid,3.5,Grade 7,Female,0
S178_2026,2026,0.8667,64.5,Unpaid,3.5,Grade 9,Female,0
S179_2024,2024,0.9821,80.0,Unpaid,3.5,Grade 7,Female,0
S179_2026,2026,0.8833,64.88,Unpaid,3.5,Grade 9,Female,0
S180_2024,2024,0.9643,82.14,Unpaid,3.5,Grade 7,Female,0
S180_2026,2026,0.8833,74.25,Unpaid,3.5,Grade 9,Female,0
